model,identifier,output,complex_relative_at_zeta_m_0.78,zeta_star,objective_min,optimizer_success,mag_rms,complex_relative,phase_rms_deg,max_mag_error
exact surrogate,nominal,theta,0.5188517486936157,0.7689270659505549,0.5187702750109665,True,0.1405089361101255,0.5187702750109665,43.923093799320455,0.180554757775216
exact surrogate,nominal,r,0.8658803612859295,0.7183985321920497,0.8652791148422248,True,0.6829164624825261,0.8652791148422248,66.43470052201083,0.851676067508669
